ID_PUBLICACION_PROPUESTA,TIPO_PROPUESTO,SUBTIPO_PROPUESTO
PUB-004839,Artículo,Artículo científico
PUB-004840,Tesis,Tesis de pregrado
PUB-004841,Artículo,Artículo científico
PUB-004842,Tesis,Tesis de pregrado
PUB-004843,Tesis,Tesis de pregrado
PUB-004844,Tesis,Tesis de pregrado
PUB-004845,Artículo,Artículo científico
PUB-004846,Tesis,Tesis de pregrado
PUB-004847,Tesis,Tesis de pregrado
PUB-004848,Tesis,Tesis de pregrado
PUB-004849,Tesis,Tesis de pregrado
PUB-004850,Tesis,Tesis de pregrado
PUB-004851,Tesis,Tesis de pregrado
PUB-004852,Tesis,Tesis de posgrado no especificada
PUB-004853,Tesis,Tesis de pregrado
PUB-004854,Tesis,Tesis de pregrado
PUB-004855,Tesis,Tesis de pregrado
PUB-004856,Tesis,Tesis de pregrado
PUB-004857,Tesis,Tesis de pregrado
PUB-004858,Tesis,Tesis de pregrado
PUB-004859,Tesis,Tesis de pregrado
PUB-004860,Artículo,Artículo científico
PUB-004861,Tesis,Tesis de posgrado no especificada
PUB-004862,Tesis,Tesis de pregrado
PUB-004863,Tesis,Tesis de pregrado
PUB-004864,Tesis,Tesis de pregrado
PUB-004865,Tesis,Tesis de pregrado
PUB-004866,Artículo,Artículo científico
PUB-004867,Tesis,Tesis de posgrado no especificada
PUB-004868,Tesis,Tesis de pregrado
PUB-004869,Artículo,Artículo científico
PUB-004870,Tesis,Tesis de pregrado
PUB-004871,Tesis,Tesis de pregrado
PUB-004872,Tesis,Tesis de pregrado
PUB-004873,Tesis,Tesis de pregrado
PUB-004874,Tesis,Tesis de pregrado
PUB-004875,Tesis,Tesis de pregrado
PUB-004876,Tesis,Tesis de pregrado
PUB-004877,Tesis,Tesis de pregrado
PUB-004878,Tesis,Tesis de pregrado
PUB-004879,Tesis,Tesis de pregrado
PUB-004880,Tesis,Tesis de pregrado
PUB-004881,Tesis,Tesis de pregrado
PUB-004882,Tesis,Tesis de pregrado
PUB-004883,Tesis,Tesis de posgrado no especificada
PUB-004884,Tesis,Tesis de pregrado
PUB-004885,Tesis,Tesis de pregrado
PUB-004886,Tesis,Tesis de pregrado
PUB-004887,Tesis,Tesis de pregrado
PUB-004888,Artículo,Artículo científico
PUB-004889,Tesis,Tesis de pregrado
PUB-004890,Artículo,Artículo científico
PUB-004891,Tesis,Tesis de pregrado
PUB-004892,Tesis,Tesis de pregrado
PUB-004893,Tesis,Tesis de pregrado
PUB-004894,Tesis,Tesis de pregrado
PUB-004895,Tesis,Tesis de posgrado no especificada
PUB-004896,Tesis,Tesis de pregrado
PUB-004897,Tesis,Tesis de pregrado
PUB-004898,Tesis,Tesis de pregrado
PUB-004899,Tesis,Tesis de pregrado
PUB-004900,Tesis,Tesis de pregrado
PUB-004901,Artículo,Artículo científico
PUB-004902,Tesis,Tesis de pregrado
PUB-004903,Tesis,Tesis de pregrado
PUB-004904,Tesis,Tesis de pregrado
PUB-004905,Tesis,Tesis de pregrado
PUB-004906,Tesis,Tesis de pregrado
PUB-004907,Tesis,Tesis de pregrado
PUB-004908,Tesis,Tesis de posgrado no especificada
PUB-004909,Tesis,Tesis de pregrado
PUB-004910,Tesis,Tesis de pregrado
PUB-004911,Tesis,Tesis de pregrado
PUB-004912,Tesis,Tesis de pregrado
PUB-004913,Tesis,Tesis de pregrado
PUB-004914,Tesis,Tesis de pregrado
PUB-004915,Tesis,Tesis de pregrado
PUB-004916,Tesis,Tesis de pregrado
PUB-004917,Tesis,Tesis de pregrado
PUB-004918,Tesis,Tesis de pregrado
PUB-004919,Tesis,Tesis de pregrado
PUB-004920,Tesis,Tesis de pregrado
PUB-004921,Tesis,Tesis de pregrado
PUB-004922,Tesis,Tesis de pregrado
PUB-004923,Tesis,Tesis de pregrado
PUB-004924,Tesis,Tesis de pregrado
PUB-004925,Artículo,Artículo científico
PUB-004926,Tesis,Tesis de pregrado
PUB-004927,Tesis,Tesis de pregrado
PUB-004928,Tesis,Tesis de pregrado
PUB-004929,Artículo,Artículo científico
PUB-004930,Tesis,Tesis de pregrado
PUB-004931,Tesis,Tesis de posgrado no especificada
PUB-004932,Tesis,Tesis de pregrado
PUB-004933,Tesis,Tesis de pregrado
PUB-004934,Artículo,Artículo científico
PUB-004935,Tesis,Tesis de pregrado
PUB-004936,Tesis,Tesis de posgrado no especificada
PUB-004937,Artículo,Artículo científico
PUB-004938,Tesis,Tesis de pregrado
PUB-004939,Tesis,Tesis de pregrado
PUB-004940,Artículo,Artículo científico
PUB-004941,Tesis,Tesis de posgrado no especificada
PUB-004942,Tesis,Tesis de pregrado
PUB-004943,Artículo,Artículo científico
PUB-004944,Tesis,Tesis de pregrado
PUB-004945,Tesis,Tesis de pregrado
PUB-004946,Tesis,Tesis de pregrado
PUB-004947,Tesis,Tesis de pregrado
PUB-004948,Tesis,Tesis de pregrado
PUB-004949,Tesis,Tesis de pregrado
PUB-004950,Artículo,Artículo científico
PUB-004951,Tesis,Tesis de pregrado
PUB-004952,Artículo,Artículo científico
PUB-004953,Tesis,Tesis de posgrado no especificada
PUB-004954,Artículo,Artículo científico
PUB-004955,Artículo,Artículo científico
PUB-004956,Tesis,Tesis de pregrado
PUB-004957,Artículo,Artículo científico
PUB-004958,Tesis,Tesis de pregrado
PUB-004959,Tesis,Tesis de pregrado
PUB-004960,Artículo,Artículo científico
PUB-004961,Artículo,Artículo científico
PUB-004962,Artículo,Artículo científico
PUB-004963,Artículo,Artículo científico
PUB-004964,Artículo,Artículo científico
PUB-004965,Artículo,Artículo científico
PUB-004966,Tesis,Tesis de pregrado
PUB-004967,Tesis,Tesis de pregrado
PUB-004968,Tesis,Tesis de pregrado
PUB-004969,Artículo,Artículo científico
PUB-004970,Tesis,Tesis de pregrado
PUB-004971,Tesis,Tesis de pregrado
PUB-004972,Tesis,Tesis de pregrado
PUB-004973,Artículo,Artículo científico
PUB-004974,Tesis,Tesis de pregrado
PUB-004975,Tesis,Tesis de pregrado
PUB-004976,Tesis,Tesis de pregrado
PUB-004977,Artículo,Artículo científico
PUB-004978,Tesis,Tesis de pregrado
PUB-004979,Tesis,Tesis de pregrado
PUB-004980,Tesis,Tesis de pregrado
PUB-004981,Tesis,Tesis de pregrado
PUB-004982,Tesis,Tesis de posgrado no especificada
PUB-004983,Tesis,Tesis de pregrado
PUB-004984,Tesis,Tesis de posgrado no especificada
PUB-004985,Artículo,Artículo científico
PUB-004986,Artículo,Artículo científico
PUB-004987,Artículo,Artículo científico
PUB-004988,Artículo,Artículo científico
PUB-004989,Artículo,Artículo científico
PUB-004990,Artículo,Artículo científico
PUB-004991,Artículo,Artículo científico
PUB-004992,Tesis,Tesis de pregrado
PUB-004993,Tesis,Tesis de pregrado
PUB-004994,Artículo,Artículo científico
PUB-004995,Artículo,Artículo científico
PUB-004996,Artículo,Artículo científico
PUB-004997,Tesis,Tesis de pregrado
PUB-004998,Tesis,Tesis de pregrado
PUB-004999,Tesis,Tesis de posgrado no especificada
PUB-005000,Tesis,Tesis de posgrado no especificada
PUB-005001,Tesis,Tesis de pregrado
PUB-005002,Artículo,Artículo científico
PUB-005003,Tesis,Tesis de pregrado
PUB-005004,Artículo,Artículo científico
PUB-005005,Artículo,Artículo científico
PUB-005006,Artículo,Artículo científico
PUB-005007,Artículo,Artículo científico
PUB-005008,Artículo,Artículo científico
PUB-005009,Artículo,Artículo científico
PUB-005010,Artículo,Artículo científico
PUB-005011,Artículo,Artículo científico
PUB-005012,Artículo,Artículo científico
PUB-005013,Artículo,Artículo científico
PUB-005014,Artículo,Artículo científico
PUB-005015,Artículo,Artículo científico
PUB-005016,Artículo,Artículo científico
PUB-005017,Artículo,Artículo científico
PUB-005018,Artículo,Artículo científico
PUB-005019,Artículo,Artículo científico
PUB-005020,Artículo,Artículo científico
PUB-005021,Artículo,Artículo científico
PUB-005022,Tesis,Tesis de pregrado
PUB-005023,Artículo,Artículo científico
PUB-005024,Artículo,Artículo científico
PUB-005025,Artículo,Artículo científico
PUB-005026,Artículo,Artículo científico
PUB-005027,Tesis,Tesis de pregrado
PUB-005028,Artículo,Artículo científico
PUB-005029,Artículo,Artículo científico
PUB-005030,Artículo,Artículo científico
PUB-005031,Artículo,Artículo científico
PUB-005032,Tesis,Tesis de posgrado no especificada
PUB-005033,Artículo,Artículo científico
PUB-005034,Artículo,Artículo científico
PUB-005035,Artículo,Artículo científico
PUB-005036,Artículo,Artículo científico
PUB-005037,Artículo,Artículo científico
PUB-005038,Artículo,Artículo científico
PUB-005039,Artículo,Artículo científico
PUB-005040,Artículo,Artículo científico
PUB-005041,Artículo,Artículo científico
PUB-005042,Artículo,Artículo científico
PUB-005043,Artículo,Artículo científico
PUB-005044,Artículo,Artículo científico
PUB-005045,Artículo,Artículo científico
PUB-005046,Tesis,Tesis de pregrado
PUB-005047,Artículo,Artículo científico
PUB-005048,Artículo,Artículo científico
PUB-005049,Artículo,Artículo científico
PUB-005050,Tesis,Tesis de pregrado
PUB-005051,Artículo,Artículo científico
PUB-005052,Artículo,Artículo científico
PUB-005053,Artículo,Artículo científico
PUB-005054,Tesis,Tesis de nivel no especificado
PUB-005055,Artículo,Artículo científico
PUB-005056,Artículo,Artículo científico
PUB-005057,Artículo,Artículo científico
PUB-005058,Tesis,Tesis de pregrado
PUB-005059,Artículo,Artículo científico
PUB-005060,Tesis,Tesis de pregrado
PUB-005061,Tesis,Tesis de pregrado
PUB-005062,Tesis,Tesis de posgrado no especificada
PUB-005063,Artículo,Artículo científico
PUB-005064,Tesis,Tesis de pregrado
PUB-005065,Artículo,Artículo científico
PUB-005066,Artículo,Artículo científico
PUB-005067,Artículo,Artículo científico
PUB-005068,Artículo,Artículo científico
PUB-005069,Artículo,Artículo científico
PUB-005070,Artículo,Artículo científico
PUB-005071,Tesis,Tesis de pregrado
PUB-005072,Artículo,Artículo científico
PUB-005073,Artículo,Artículo científico
PUB-005074,Artículo,Artículo científico
PUB-005075,Artículo,Artículo científico
PUB-005076,Artículo,Artículo científico
PUB-005077,Tesis,Tesis de posgrado no especificada
PUB-005078,Artículo,Artículo científico
PUB-005079,Artículo,Artículo científico
PUB-005080,Artículo,Artículo científico
PUB-005081,Artículo,Artículo científico
PUB-005082,Tesis,Tesis de posgrado no especificada
PUB-005083,Tesis,Tesis de pregrado
PUB-005084,Artículo,Artículo científico
PUB-005085,Artículo,Artículo científico
PUB-005086,Artículo,Artículo científico
PUB-005087,Tesis,Tesis de posgrado no especificada
PUB-005088,Artículo,Artículo científico
PUB-005089,Artículo,Artículo científico
PUB-005090,Artículo,Artículo científico
PUB-005091,Artículo,Artículo científico
PUB-005092,Artículo,Artículo científico
PUB-005093,Tesis,Tesis de nivel no especificado
PUB-005094,Artículo,Artículo científico
PUB-005095,Artículo,Artículo científico
PUB-005096,Artículo,Artículo científico
PUB-005097,Artículo,Artículo científico
PUB-005098,Tesis,Tesis de nivel no especificado
PUB-005099,Tesis,Tesis de pregrado
PUB-005100,Tesis,Tesis de pregrado
PUB-005101,Tesis,Tesis de pregrado
PUB-005102,Artículo,Artículo científico
PUB-005103,Artículo,Artículo científico
PUB-005104,Artículo,Artículo científico
PUB-005105,Artículo,Artículo científico
PUB-005106,Tesis,Tesis de nivel no especificado
PUB-005107,Tesis,Tesis de posgrado no especificada
PUB-005108,Tesis,Tesis de pregrado
PUB-005109,Tesis,Tesis de pregrado
PUB-005110,Tesis,Tesis de pregrado
PUB-005111,Artículo,Artículo científico
PUB-005112,Artículo,Artículo científico
PUB-005113,Tesis,Tesis de nivel no especificado
PUB-005114,Artículo,Artículo científico
PUB-005115,Tesis,Tesis de pregrado
PUB-005116,Artículo,Artículo científico
PUB-005117,Tesis,Tesis de pregrado
PUB-005118,Tesis,Tesis de nivel no especificado
PUB-005119,Artículo,Artículo científico
PUB-005120,Tesis,Tesis de pregrado
PUB-005121,Tesis,Tesis de pregrado
PUB-005122,Artículo,Artículo científico
PUB-005123,Artículo,Artículo científico
PUB-005124,Artículo,Artículo científico
PUB-005125,Artículo,Artículo científico
PUB-005126,Tesis,Tesis de pregrado
PUB-005127,Tesis,Tesis de nivel no especificado
PUB-005128,Artículo,Artículo científico
PUB-005129,Tesis,Tesis de pregrado
PUB-005130,Tesis,Tesis de posgrado no especificada
PUB-005131,Artículo,Artículo científico
PUB-005132,Tesis,Tesis de pregrado
PUB-005133,Tesis,Tesis de posgrado no especificada
PUB-005134,Artículo,Artículo científico
PUB-005135,Artículo,Artículo científico
PUB-005136,Artículo,Artículo científico
PUB-005137,Artículo,Artículo científico
PUB-005138,Artículo,Artículo científico
PUB-005139,Artículo,Artículo científico
PUB-005140,Tesis,Tesis de nivel no especificado
PUB-005141,Tesis,Tesis de pregrado
PUB-005142,Artículo,Artículo científico
PUB-005143,Artículo,Artículo científico
PUB-005144,Artículo,Artículo científico
PUB-005145,Artículo,Artículo científico
PUB-005146,Tesis,Tesis de posgrado no especificada
PUB-005147,Artículo,Artículo científico
PUB-005148,Tesis,Tesis de pregrado
PUB-005149,Artículo,Artículo científico
PUB-005150,Tesis,Tesis de pregrado
PUB-005151,Tesis,Tesis de pregrado
PUB-005152,Artículo,Artículo científico
PUB-005153,Tesis,Tesis de nivel no especificado
PUB-005154,Tesis,Tesis de pregrado
PUB-005155,Tesis,Tesis de pregrado
PUB-005156,Tesis,Tesis de pregrado
PUB-005157,Artículo,Artículo científico
PUB-005158,Tesis,Tesis de pregrado
PUB-005159,Artículo,Artículo científico
PUB-005160,Tesis,Tesis de nivel no especificado
PUB-005161,Artículo,Artículo científico
PUB-005162,Artículo,Artículo científico
PUB-005163,Tesis,Tesis de pregrado
PUB-005164,Artículo,Artículo científico
PUB-005165,Artículo,Artículo científico
PUB-005166,Tesis,Tesis de pregrado
PUB-005167,Artículo,Artículo científico
PUB-005168,Tesis,Tesis de nivel no especificado
PUB-005169,Artículo,Artículo científico
PUB-005170,Artículo,Artículo científico
PUB-005171,Artículo,Artículo científico
PUB-005172,Artículo,Artículo científico
PUB-005173,Tesis,Tesis de pregrado
PUB-005174,Tesis,Tesis de pregrado
PUB-005175,Artículo,Artículo científico
PUB-005176,Tesis,Tesis de pregrado
PUB-005177,Artículo,Artículo científico
PUB-005178,Tesis,Tesis de posgrado no especificada
PUB-005179,Artículo,Artículo científico
PUB-005180,Tesis,Tesis de pregrado
PUB-005181,Tesis,Tesis de pregrado
PUB-005182,Tesis,Tesis de pregrado
PUB-005183,Tesis,Tesis de nivel no especificado
PUB-005184,Tesis,Tesis de nivel no especificado
PUB-005185,Artículo,Artículo científico
PUB-005186,Tesis,Tesis de nivel no especificado
PUB-005187,Artículo,Artículo científico
PUB-005188,Tesis,Tesis de nivel no especificado
PUB-005189,Artículo,Artículo científico
PUB-005190,Tesis,Tesis de pregrado
PUB-005191,Tesis,Tesis de posgrado no especificada
PUB-005192,Tesis,Tesis de nivel no especificado
PUB-005193,Artículo,Artículo científico
PUB-005194,Tesis,Tesis de pregrado
PUB-005195,Tesis,Tesis de pregrado
PUB-005196,Tesis,Tesis de pregrado
PUB-005197,Tesis,Tesis de pregrado
PUB-005198,Artículo,Artículo científico
PUB-005199,Artículo,Artículo científico
PUB-005200,Tesis,Tesis de pregrado
PUB-005201,Tesis,Tesis de pregrado
PUB-005202,Tesis,Tesis de pregrado
PUB-005203,Tesis,Tesis de pregrado
PUB-005204,Tesis,Tesis de pregrado
PUB-005205,Tesis,Tesis de pregrado
PUB-005206,Artículo,Artículo científico
PUB-005207,Tesis,Tesis de pregrado
PUB-005208,Tesis,Tesis de pregrado
PUB-005209,Tesis,Tesis de pregrado
PUB-005210,Artículo,Artículo científico
PUB-005211,Tesis,Tesis de nivel no especificado
PUB-005212,Tesis,Tesis de pregrado
PUB-005213,Artículo,Artículo científico
PUB-005214,Tesis,Tesis de pregrado
PUB-005215,Tesis,Tesis de nivel no especificado
PUB-005216,Artículo,Artículo científico
PUB-005217,Artículo,Artículo científico
PUB-005218,Tesis,Tesis de pregrado
PUB-005219,Tesis,Tesis de nivel no especificado
PUB-005220,Tesis,Tesis de posgrado no especificada
PUB-005221,Tesis,Tesis de posgrado no especificada
PUB-005222,Artículo,Artículo científico
PUB-005223,Tesis,Tesis de pregrado
PUB-005224,Artículo,Artículo científico
PUB-005225,Tesis,Tesis de pregrado
PUB-005226,Tesis,Tesis de pregrado
PUB-005227,Tesis,Tesis de posgrado no especificada
PUB-005228,Tesis,Tesis de pregrado
PUB-005229,Tesis,Tesis de pregrado
PUB-005230,Tesis,Tesis de pregrado
PUB-005231,Tesis,Tesis de pregrado
PUB-005232,Tesis,Tesis de pregrado
PUB-005233,Tesis,Tesis de posgrado no especificada
PUB-005234,Tesis,Tesis de pregrado
PUB-005235,Tesis,Tesis de pregrado
PUB-005236,Tesis,Tesis de pregrado
PUB-005237,Tesis,Tesis de pregrado
PUB-005238,Artículo,Artículo científico
PUB-005239,Artículo,Artículo científico
PUB-005240,Artículo,Artículo científico
PUB-005241,Tesis,Tesis de posgrado no especificada
PUB-005242,Tesis,Tesis de pregrado
PUB-005243,Tesis,Tesis de pregrado
PUB-005244,Tesis,Tesis de pregrado
PUB-005245,Tesis,Tesis de pregrado
PUB-005246,Tesis,Tesis de pregrado
PUB-005247,Artículo,Artículo científico
PUB-005248,Tesis,Tesis de pregrado
PUB-005249,Tesis,Tesis de nivel no especificado
PUB-005250,Artículo,Artículo científico
PUB-005251,Tesis,Tesis de pregrado
PUB-005252,Tesis,Tesis de pregrado
PUB-005253,Tesis,Tesis de posgrado no especificada
PUB-005254,Tesis,Tesis de pregrado
PUB-005255,Artículo,Artículo científico
PUB-005256,Tesis,Tesis de posgrado no especificada
PUB-005257,Tesis,Tesis de pregrado
PUB-005258,Tesis,Tesis de pregrado
PUB-005259,Artículo,Artículo científico
PUB-005260,Tesis,Tesis de pregrado
PUB-005261,Artículo,Artículo científico
PUB-005262,Tesis,Tesis de nivel no especificado
PUB-005263,Artículo,Artículo científico
PUB-005264,Tesis,Tesis de pregrado
PUB-005265,Tesis,Tesis de pregrado
PUB-005266,Tesis,Tesis de pregrado
PUB-005267,Tesis,Tesis de pregrado
PUB-005268,Artículo,Artículo científico
PUB-005269,Artículo,Artículo científico
PUB-005270,Tesis,Tesis de posgrado no especificada
PUB-005271,Tesis,Tesis de nivel no especificado
PUB-005272,Tesis,Tesis de posgrado no especificada
PUB-005273,Tesis,Tesis de pregrado
PUB-005274,Tesis,Tesis de posgrado no especificada
PUB-005275,Tesis,Tesis de pregrado
PUB-005276,Tesis,Tesis de posgrado no especificada
PUB-005277,Tesis,Tesis de pregrado
PUB-005278,Artículo,Artículo científico
PUB-005279,Tesis,Tesis de pregrado
PUB-005280,Artículo,Artículo científico
PUB-005281,Tesis,Tesis de pregrado
PUB-005282,Artículo,Artículo científico
PUB-005283,Artículo,Artículo científico
PUB-005284,Tesis,Tesis de pregrado
PUB-005285,Artículo,Artículo científico
PUB-005286,Tesis,Tesis de posgrado no especificada
PUB-005287,Tesis,Tesis de pregrado
PUB-005288,Artículo,Artículo científico
PUB-005289,Tesis,Tesis de posgrado no especificada
PUB-005290,Tesis,Tesis de posgrado no especificada
PUB-005291,Tesis,Tesis de pregrado
PUB-005292,Tesis,Tesis de pregrado
PUB-005293,Tesis,Tesis de posgrado no especificada
PUB-005294,Tesis,Tesis de posgrado no especificada
PUB-005295,Tesis,Tesis de pregrado
PUB-005296,Tesis,Tesis de pregrado
PUB-005297,Tesis,Tesis de pregrado
PUB-005298,Tesis,Tesis de pregrado
PUB-005299,Tesis,Tesis de posgrado no especificada
PUB-005300,Tesis,Tesis de pregrado
PUB-005301,Tesis,Tesis de pregrado
PUB-005302,Tesis,Tesis de pregrado
PUB-005303,Artículo,Artículo científico
PUB-005304,Artículo,Artículo científico
PUB-005305,Artículo,Artículo científico
PUB-005306,Tesis,Tesis de posgrado no especificada
PUB-005307,Artículo,Artículo científico
PUB-005308,Artículo,Artículo científico
PUB-005309,Tesis,Tesis de nivel no especificado
PUB-005310,Artículo,Artículo científico
PUB-005311,Tesis,Tesis de pregrado
PUB-005312,Tesis,Tesis de posgrado no especificada
PUB-005313,Tesis,Tesis de pregrado
PUB-005314,Tesis,Tesis de pregrado
PUB-005315,Tesis,Tesis de pregrado
PUB-005316,Artículo,Artículo científico
PUB-005317,Artículo,Artículo científico
PUB-005318,Artículo,Artículo científico
PUB-005319,Tesis,Tesis de pregrado
PUB-005320,Tesis,Tesis de pregrado
PUB-005321,Tesis,Tesis de pregrado
PUB-005322,Artículo,Artículo científico
PUB-005323,Artículo,Artículo científico
PUB-005324,Artículo,Artículo científico
PUB-005325,Artículo,Artículo científico
PUB-005326,Tesis,Tesis de pregrado
PUB-005327,Tesis,Tesis de pregrado
PUB-005328,Artículo,Artículo científico
PUB-005329,Tesis,Tesis de pregrado
PUB-005330,Tesis,Tesis de pregrado
PUB-005331,Artículo,Artículo científico
PUB-005332,Artículo,Artículo científico
PUB-005333,Tesis,Tesis de pregrado
PUB-005334,Artículo,Artículo científico
PUB-005335,Artículo,Artículo científico
PUB-005336,Artículo,Artículo científico
PUB-005337,Artículo,Artículo científico
PUB-005338,Tesis,Tesis de pregrado
PUB-005339,Artículo,Artículo científico
PUB-005340,Artículo,Artículo científico
PUB-005341,Artículo,Artículo científico
PUB-005342,Tesis,Tesis de pregrado
PUB-005343,Artículo,Artículo científico
PUB-005344,Artículo,Artículo científico
PUB-005345,Tesis,Tesis de maestría
PUB-005346,Artículo,Artículo científico
PUB-005347,Artículo,Artículo científico
PUB-005348,Artículo,Artículo científico
PUB-005349,Tesis,Tesis de maestría
PUB-005350,Artículo,Artículo científico
PUB-005351,Artículo,Artículo científico
PUB-005352,Tesis,Tesis doctoral
PUB-005353,Artículo,Artículo científico
PUB-005354,Artículo,Artículo científico
PUB-005355,Artículo,Artículo científico
PUB-005356,Artículo,Artículo científico
PUB-005357,Artículo,Artículo científico
PUB-005358,Artículo,Artículo científico
PUB-005359,Artículo,Artículo científico
PUB-005360,Artículo,Artículo científico
PUB-005361,Artículo,Artículo científico
PUB-005362,Artículo,Artículo científico
PUB-005363,Artículo,Artículo científico
PUB-005364,Artículo,Artículo científico
PUB-005365,Artículo,Artículo científico
PUB-005366,Artículo,Artículo científico
PUB-005367,Artículo,Artículo científico
PUB-005368,Publicación de evento científico,Ponencia o memoria de evento
PUB-005369,Artículo,Artículo científico
PUB-005370,Artículo,Artículo científico
PUB-005371,Artículo,Artículo científico
PUB-005372,Artículo,Artículo científico
PUB-005373,Artículo,Artículo científico
PUB-005374,Artículo,Artículo científico
PUB-005375,Artículo,Artículo científico
PUB-005376,Tesis,Tesis doctoral
PUB-005377,Artículo,Artículo científico
PUB-005378,Tesis,Tesis de pregrado
PUB-005379,Artículo,Artículo científico
PUB-005380,Artículo,Artículo científico
PUB-005381,Artículo,Artículo científico
PUB-005382,Artículo,Artículo científico
PUB-005383,Artículo,Artículo científico
PUB-005384,Artículo,Artículo científico
PUB-005385,Artículo,Artículo científico
PUB-005386,Artículo,Artículo científico
PUB-005387,Artículo,Artículo científico
PUB-005388,Artículo,Artículo científico
PUB-005389,Artículo,Artículo científico
PUB-005390,Artículo,Artículo científico
PUB-005391,Artículo,Artículo científico
PUB-005392,Artículo,Artículo científico
PUB-005393,Artículo,Artículo científico
PUB-005394,Artículo,Artículo científico
PUB-005395,Artículo,Artículo científico
PUB-005396,Artículo,Artículo científico
PUB-005397,Artículo,Artículo científico
PUB-005398,Tesis,Tesis de maestría
PUB-005399,Artículo,Artículo científico
PUB-005400,Tesis,Tesis de pregrado
PUB-005401,Tesis,Tesis de pregrado
PUB-005402,Artículo,Artículo científico
PUB-005403,Artículo,Artículo científico
PUB-005404,Artículo,Artículo científico
PUB-005405,Tesis,Tesis de pregrado
PUB-005406,Artículo,Artículo científico
PUB-005407,Artículo,Artículo científico
PUB-005408,Artículo,Artículo científico
PUB-005409,Artículo,Artículo científico
PUB-005410,Artículo,Artículo científico
PUB-005411,Tesis,Tesis de pregrado
PUB-005412,Tesis,Tesis de maestría
PUB-005413,Artículo,Artículo científico
PUB-005414,Tesis,Tesis de pregrado
PUB-005415,Tesis,Tesis de pregrado
PUB-005416,Artículo,Artículo científico
PUB-005417,Artículo,Artículo científico
PUB-005418,Tesis,Tesis doctoral
PUB-005419,Artículo,Artículo científico
PUB-005420,Artículo,Artículo científico
PUB-005421,Artículo,Artículo científico
PUB-005422,Artículo,Artículo científico
PUB-005423,Artículo,Artículo científico
PUB-005424,Tesis,Tesis de pregrado
PUB-005425,Artículo,Artículo científico
PUB-005426,Tesis,Tesis de pregrado
PUB-005427,Tesis,Tesis de pregrado
PUB-005428,Tesis,Tesis de pregrado
PUB-005429,Artículo,Artículo científico
PUB-005430,Artículo,Artículo científico
PUB-005431,Tesis,Tesis de pregrado
PUB-005432,Tesis,Tesis de pregrado
PUB-005433,Tesis,Tesis de pregrado
PUB-005434,Artículo,Artículo científico
PUB-005435,Tesis,Tesis de maestría
PUB-005436,Tesis,Tesis de maestría
PUB-005437,Tesis,Tesis de maestría
PUB-005438,Tesis,Tesis de pregrado
PUB-005439,Tesis,Tesis de pregrado
PUB-005440,Tesis,Tesis de pregrado
PUB-005441,Artículo,Artículo científico
PUB-005442,Artículo,Artículo científico
PUB-005443,Artículo,Artículo científico
PUB-005444,Artículo,Artículo científico
PUB-005445,Tesis,Tesis de pregrado
PUB-005446,Tesis,Tesis de pregrado
PUB-005447,Artículo,Artículo científico
PUB-005448,Artículo,Artículo científico
PUB-005449,Tesis,Tesis de pregrado
PUB-005450,Tesis,Tesis de pregrado
PUB-005451,Tesis,Tesis de pregrado
PUB-005452,Tesis,Tesis de pregrado
PUB-005453,Artículo,Artículo científico
PUB-005454,Tesis,Tesis de pregrado
PUB-005455,Tesis,Tesis de pregrado
PUB-005456,Artículo,Artículo científico
PUB-005457,Artículo,Artículo científico
PUB-005458,Artículo,Artículo científico
PUB-005459,Tesis,Tesis de pregrado
PUB-005460,Artículo,Artículo científico
PUB-005461,Tesis,Tesis de pregrado
PUB-005462,Artículo,Artículo científico
PUB-005463,Tesis,Tesis de pregrado
PUB-005464,Artículo,Artículo científico
PUB-005465,Tesis,Tesis de pregrado
PUB-005466,Tesis,Tesis de pregrado
PUB-005467,Tesis,Tesis de pregrado
PUB-005468,Artículo,Artículo científico
PUB-005469,Artículo,Artículo científico
PUB-005470,Artículo,Artículo científico
PUB-005471,Artículo,Artículo científico
PUB-005472,Tesis,Tesis de pregrado
PUB-005473,Tesis,Tesis de pregrado
PUB-005474,Artículo,Artículo científico
PUB-005475,Tesis,Tesis de maestría
PUB-005476,Tesis,Tesis doctoral
PUB-005477,Artículo,Artículo científico
PUB-005478,Artículo,Artículo científico
PUB-005479,Artículo,Artículo científico
PUB-005480,Artículo,Artículo científico
PUB-005481,Tesis,Tesis doctoral
PUB-005482,Artículo,Artículo científico
PUB-005483,Artículo,Artículo científico
PUB-005484,Tesis,Tesis de pregrado
PUB-005485,Artículo,Artículo científico
PUB-005486,Artículo,Artículo científico
PUB-005487,Artículo,Artículo científico
PUB-005488,Artículo,Artículo científico
PUB-005489,Artículo,Artículo científico
PUB-005490,Tesis,Tesis de pregrado
PUB-005491,Artículo,Artículo científico
PUB-005492,Tesis,Tesis de pregrado
PUB-005493,Tesis,Tesis de maestría
PUB-005494,Tesis,Tesis de pregrado
PUB-005495,Artículo,Artículo científico
PUB-005496,Artículo,Artículo científico
PUB-005497,Artículo,Artículo científico
PUB-005498,Tesis,Tesis de pregrado
PUB-005499,Tesis,Tesis de pregrado
PUB-005500,Tesis,Tesis de pregrado
PUB-005501,Tesis,Tesis de pregrado
PUB-005502,Artículo,Artículo científico
PUB-005503,Tesis,Tesis doctoral
PUB-005504,Tesis,Tesis de pregrado
